m,M,delta_suppression,epsilon_suppression,difference_laplace_M_minus_MoS,difference_gaussian_M_minus_MoS,difference_laplace_MChangeEpsDelta_minus_MoS,difference_gaussian_MChangeEpsDelta_minus_MoS
0.4,0.8,1.3500270004050048e-10,1.4835890505692233,-0.0078742489550083,-0.0072746924534142,-0.0080843634183542,-0.0082086280627461
0.4,0.7,1.3500270004050048e-10,1.1012194973732938,-0.0074818352512333,-0.0067235048354637,-0.0076012923608013,-0.007284623379014
0.4,0.6,1.3500270004050048e-10,0.8795437847470158,-0.0074286529741143,-0.0062599863566727,-0.0075080552561053,-0.0066453781886188
0.4,0.5,1.3500270004050048e-10,0.6942122049418012,-0.006304699674648,-0.0057861065719432,-0.0062752252900711,-0.0055277790713881
0.4,0.4,1.3500270004050048e-10,0.5129433857049027,-0.0061748051458436,-0.0054183981855333,-0.0060059858815045,-0.0042157233359078
0.5,0.9,1.1250225003375047e-10,2.289006199146819,-0.0094553660019547,-0.0090555059243495,-0.0097149284565305,-0.0105289301462985
0.5,0.8,1.1250225003375047e-10,1.106160025978658,-0.0089020650985098,-0.0085493632414739,-0.0090153304766733,-0.0093559125991716
0.5,0.7,1.1250225003375047e-10,0.7665765271043028,-0.0091376817499919,-0.0086944604074609,-0.0091417773145889,-0.0086319186042145
0.5,0.6,1.1250225003375047e-10,0.5847910971404157,-0.0081082253320718,-0.0076165291209766,-0.0079687798258959,-0.0069763469593348
0.5,0.5,1.1250225003375047e-10,0.4437238255549545,-0.0077453077114619,-0.0068637802210749,-0.0074516950925771,-0.0053968380046643
0.6,0.9,9.000180002700038e-11,1.7462739719496303,-0.0115277407369921,-0.0113792738053606,-0.0117687824729111,-0.0126817479092009
0.6,0.8,9.000180002700038e-11,0.7917477838308223,-0.0111808175827868,-0.0115295504965081,-0.0111743927641041,-0.0115674345197651
0.6,0.7,9.000180002700038e-11,0.5116199692419677,-0.0107185088941478,-0.0101141111546853,-0.0105290551951774,-0.0088243341423436
0.6,0.6,9.000180002700038e-11,0.3693542256887488,-0.0098918366407629,-0.0093648832436393,-0.0094204104329215,-0.0070849171976122
0.7,0.9,6.750135002025028e-11,1.201633870542148,-0.0141584505922909,-0.0153087685012956,-0.0143084489979881,-0.016013545758625
0.7,0.8,6.750135002025028e-11,0.4962739719496296,-0.0127836489077236,-0.0118738602720445,-0.0125981696856583,-0.0109637127793952
0.7,0.7,6.750135002025028e-11,0.2890061991468179,-0.0115669527287517,-0.0111172025743661,-0.0109470059301326,-0.0075507993335548
0.8,0.9,4.5000900013500165e-11,0.6549075383306459,-0.0168364346233335,-0.0195778922603556,-0.0167751173233453,-0.0191014781649396
0.8,0.8,4.5000900013500165e-11,0.201633870542148,-0.0163309004444168,-0.0169770838531573,-0.0152151963445706,-0.0111885459161917
0.9,0.9,2.250045000675008e-11,0.1058903767517809,-0.0231795959335844,-0.0283889101708287,-0.0208752763112457,-0.0147860284104852
0.01,0.09,2.2275445506682583e-10,8.701348465455066,-0.0011081794999994,-0.0003808928123273,-0.001480865501501,-0.0024191861906797
0.01,0.08,2.2275445506682583e-10,7.706872562716085,-0.000997739289543,-0.0003790053800363,-0.0013902109593454,-0.002395968318133
0.01,0.07,2.2275445506682583e-10,6.712366311895555,-0.0009888295415939,-0.0005369638290834,-0.0013628135579468,-0.0024002751879759
0.01,0.06,2.2275445506682583e-10,5.717830044622759,-0.0009568906916229,-0.0003664780848153,-0.0013443651273723,-0.0022137184786643
0.01,0.05,2.2275445506682583e-10,4.723264087120668,-0.0008664088472852,-0.000406011800363,-0.0011952997484006,-0.0022508250065942
0.01,0.04,2.2275445506682583e-10,3.7286687603228272,-0.0008016329860105,-0.0002950367040847,-0.0011269193863063,-0.0020482760048704
0.01,0.03,2.2275445506682583e-10,2.7340443799871026,-0.0007164891059049,-0.0001596454703798,-0.0009916110841716,-0.0017457108753306
0.01,0.02,2.2275445506682583e-10,1.7393912568063583,-0.0005988213199811,-0.0001813889457765,-0.0008285428410207,-0.0014699155829589
0.01,0.01,2.2275445506682583e-10,0.7447096965162275,-0.0004865791829359,-0.0003472137953666,-0.0004967046412732,-0.0002124756619084
0.02,0.09,2.2050441006615078e-10,4.201348465455063,-0.0012769787274788,-0.0006183416536185,-0.0016222429276146,-0.0024591094203318
0.02,0.08,2.2050441006615078e-10,3.706872562716081,-0.0012129803283398,-0.0005612479160516,-0.0015291979772846,-0.0022163510918097
0.02,0.07,2.2050441006615078e-10,3.2123663118955554,-0.0011655966415696,-0.0007460474381657,-0.0014974607203835,-0.0023145969201642
0.02,0.06,2.2050441006615078e-10,2.717830044622758,-0.0010142229271947,-0.0003329196159023,-0.0013332487761816,-0.0019210444513242
0.02,0.05,2.2050441006615078e-10,2.223264087120667,-0.0009874840934635,-0.0003413143405976,-0.0012665475130829,-0.0016857559954201
0.02,0.04,2.2050441006615078e-10,1.728668760322827,-0.0008959987684779,-0.0004139940150261,-0.0011125452215029,-0.0015225478452884
0.02,0.03,2.2050441006615078e-10,1.234044379987102,-0.0008577829989259,-0.0003885086485775,-0.0010397687350425,-0.0012454127380671
0.02,0.02,2.2050441006615078e-10,0.7393912568063585,-0.0007714913132969,-0.0002332349706848,-0.0008040229405294,-0.0002161091653875
0.03,0.09,2.1825436506547587e-10,2.7013484654550624,-0.0014398387034497,-0.0006665356936474,-0.0017057225984906,-0.0021781800033941
0.03,0.08,2.1825436506547587e-10,2.373539229382749,-0.0013823978762403,-0.0007739883127742,-0.0016564012415061,-0.0022227126925726
0.03,0.07,2.1825436506547587e-10,2.045699645228887,-0.0012613091417097,-0.0005717637622815,-0.0015201366772261,-0.0019270232058416
0.03,0.06,2.1825436506547587e-10,1.717830044622758,-0.0011331043150381,-0.0005967962163436,-0.0013674206487115,-0.0018411980432491
0.03,0.05,2.1825436506547587e-10,1.3899307537873329,-0.0011758781431807,-0.0004915184187774,-0.0013632705325337,-0.0016403038047759
0.03,0.04,2.1825436506547587e-10,1.062002093656161,-0.0011379033444757,-0.0006359922932882,-0.0012515427693199,-0.0012628249675086
0.03,0.03,2.1825436506547587e-10,0.734044379987102,-0.0010091929362604,-0.0003158217683664,-0.0010035090443818,-0.0002932176326032
0.04,0.09,2.1600432006480083e-10,1.9513484654550628,-0.0015948864797159,-0.0006922013336471,-0.0018351032778858,-0.0020224669141515
0.04,0.08,2.1600432006480083e-10,1.706872562716082,-0.0015467594834034,-0.0006450326952244,-0.0017626264860747,-0.001950753289317
0.04,0.07,2.1600432006480083e-10,1.462366311895554,-0.0014304068645208,-0.0006640384454147,-0.0016483303041365,-0.0016821485050917
0.04,0.06,2.1600432006480083e-10,1.217830044622758,-0.0014061585801547,-0.0004919674996859,-0.0015207946371111,-0.0013979120065199
0.04,0.05,2.1600432006480083e-10,0.9732640871206666,-0.0012960778541049,-0.0006731243133959,-0.0013895576250831,-0.0012270806650096
0.04,0.04,2.1600432006480083e-10,0.7286687603228275,-0.0011954845534265,-0.0006543616929888,-0.0011975522487509,-0.0005577336054084
0.05,0.09,2.1375427506412576e-10,1.501348465455063,-0.0015835715390885,-0.0007424739001923,-0.0017994668699387,-0.0018252410672419
0.05,0.08,2.1375427506412576e-10,1.3068725627160815,-0.001608970912351,-0.0009082690455568,-0.0017972412701103,-0.0018389326957012
0.05,0.07,2.1375427506412576e-10,1.1123663118955545,-0.0016483530346143,-0.000749926756544,-0.0017786441860641,-0.0013237867455168
0.05,0.06,2.1375427506412576e-10,0.9178300446227584,-0.0014338213004792,-0.0006991850519513,-0.001518351176696,-0.0011489646034931
0.05,0.05,2.1375427506412576e-10,0.7232640871206666,-0.0014859346672964,-0.0008571685677789,-0.0015125101655251,-0.000824655759087
0.06,0.09,2.115042300634508e-10,1.201348465455063,-0.0017405971052615,-0.0010800701261765,-0.001883976063549,-0.0019456227258943
0.06,0.08,2.115042300634508e-10,1.0402058960494147,-0.0018194749676451,-0.0011845041973061,-0.001957310524769,-0.0017676276000377
0.06,0.07,2.115042300634508e-10,0.8790329785622212,-0.0016986033788778,-0.0008003270300463,-0.0017751193619393,-0.0010231962607126
0.06,0.06,2.115042300634508e-10,0.7178300446227582,-0.0016249207781023,-0.0008250227093324,-0.0015620815085925,-0.0008400429278912
0.07,0.09,2.0925418506277583e-10,0.9870627511693488,-0.0018790639701161,-0.0010429133842782,-0.0019757522752471,-0.0016647301267651
0.07,0.08,2.0925418506277583e-10,0.8497297055732245,-0.0018806352372931,-0.0011957755982924,-0.0019591825380371,-0.0012909663052883
0.07,0.07,2.0925418506277583e-10,0.7123663118955542,-0.0017201649895356,-0.0010647608345619,-0.0017402514656099,-0.0010321772056616
0.08,0.09,2.0700414006210086e-10,0.8263484654550631,-0.0020075707156793,-0.0013512395780164,-0.0020464596465356,-0.0016029666898272
0.08,0.08,2.0700414006210086e-10,0.7068725627160817,-0.0019300280936751,-0.0010418215522839,-0.0018766217718225,-0.000907384017692
0.09,0.09,2.0475409506142587e-10,0.7013484654550635,-0.002243802508757,-0.0014216894398293,-0.002175792700886,-0.0012646783416934
