original average,supression average,total_sum,total_element,m,M,average_laplace,average_gaussian,difference_laplace_supression,difference_gaussian_supression
42.82262322623226,42.80522583053378,1146752,26790,0.6,0.6,42.79831857124029,42.82991891567364,0.02430465499197254,0.007295689441377817
42.82262322623226,42.78087924215948,930313,21746,0.6,0.7,42.79191862280996,42.770785378612196,0.030704603422300636,0.051837847620063826
42.82262322623226,42.646713755536936,712456,16706,0.6,0.8,42.615806489679095,42.76514264481566,0.20681673655316501,0.0574805814165984
42.82262322623226,42.75311805911498,500468,11706,0.6,0.9,42.74936997429927,42.807011691847094,0.07325325193298937,0.015611534385165271
42.82262322623226,42.681824973850674,856923,20077,0.7,0.7,42.70017451163038,42.66423837774493,0.12244871460188023,0.15838484848733003
42.82262322623226,42.850216791486005,652266,15222,0.7,0.8,42.85106090502432,42.84654875919772,0.028437678792059273,0.023925532965456853
42.82262322623226,42.80359317904994,421701,9852,0.7,0.9,42.80558999846239,42.61413637866154,0.017033227769871928,0.20848684757071823
42.82262322623226,42.97355445988346,575244,13386,0.8,0.8,42.951170688201984,42.90484657097275,0.128547461969724,0.0822233447404912
42.82262322623226,43.06881668864644,359237,8341,0.8,0.9,43.02563928237605,42.92383560973443,0.20301605614378815,0.10121238350217254
42.82262322623226,42.93664819529729,286688,6677,0.9,0.9,42.91457576483809,42.900902819983884,0.09195253860583108,0.07827959375162408
42.82262322623226,42.810636878959656,2567782,59980,0.1,0.1,42.80602447841061,42.81284676965129,0.016598747821646498,0.009776456580972592
42.82262322623226,42.84300860897145,2363863,55175,0.1,0.2,42.84137074012446,42.81164218884952,0.018747513892201084,0.010981037382741476
42.82262322623226,42.73593108124277,2143036,50146,0.1,0.3,42.7431822257873,42.73894892892627,0.07944100044495883,0.08367429730598985
42.82262322623226,42.8417537553529,1930835,45069,0.1,0.4,42.85977434626903,42.83336256039775,0.03715112003676779,0.010739334165492664
42.82262322623226,42.79113892365457,1709506,39950,0.1,0.5,42.786765668367906,42.727016430942754,0.03585755786435385,0.09560679528950544
