m,M,average weight,average_laplacian weight,average_gaussian weight,average volume,average_laplacian volume,average_gaussian volume,average_L2_laplacian_supression,average_L2_gaussian_supression
0.3,0.6,29.999117470769463,29.998379131454676,29.974221498659123,19.99332235831997,20.03063091746502,19.985446262068383,0.2009365957075733,0.7428408386496801
0.3,0.5,30.010451448711912,30.01774740333792,30.004675379985738,19.991840377519136,19.99234169336277,20.09581543229248,0.1999700136887627,0.6261385803893588
0.3,0.4,29.995822355695328,29.99988936669561,29.98247178706267,19.99184030363033,19.98496164774303,19.999334709595654,0.187818658663302,0.6093505714814731
0.3,0.3,30.00103925193662,29.98816397378812,29.921922557591436,19.98332937027256,19.974278997688337,20.045041155545277,0.1858903092590783,0.6694721728927159
0.4,0.9,29.998758842511144,30.00322789371341,29.784722887217075,19.98941009263233,19.99542115711668,20.05235620916972,0.2684362366027595,0.8531449802465775
0.4,0.8,29.997459396101316,29.96631609676328,30.10864929320585,19.990788233007432,20.021346068341405,19.950452970937576,0.2271778093752217,0.8137970892405746
0.4,0.7,30.00906990496216,30.01830064331564,29.950179353990578,19.991059670290674,19.998297624824943,19.92957035756487,0.2430046749129134,0.8310278424270688
0.4,0.6,30.00366987200031,30.015422337551676,30.05317530578616,19.989916739965345,19.983025713357765,20.03336954223218,0.2219952242633116,0.7991832943076247
0.4,0.5,29.98968735251326,30.015458507453054,30.17001680044853,19.990077591320595,19.959262107573824,20.023386646620217,0.2282940945433597,0.7865693662607872
0.4,0.4,30.013570141746417,30.01161166182502,30.027459172124523,19.995342047787297,19.99872598566369,19.939901907961413,0.1968059654474307,0.779936079999001
0.5,0.9,29.999817744863424,29.993783887559676,29.98820775550105,19.986396263760287,19.96590940872652,20.059113025992268,0.3081048880610931,0.9676957489254971
0.5,0.8,29.989132359095603,29.97594225396378,30.024838524631747,19.989983937103258,19.987976203300708,20.17797518515408,0.296737277081125,1.0053912718440516
0.5,0.7,29.990250107039504,29.982060390100838,29.99533733765269,19.977262682590368,19.985296520263493,19.947782433033627,0.2705688793266552,0.9529175197133702
0.5,0.6,29.99432142639664,29.99127610640812,29.91213521314492,20.004985794525005,20.002763363360625,20.034449091991117,0.2319003834653461,0.986648062566948
0.5,0.5,29.98445747881961,29.979726846668253,29.902624758905457,19.986415671251745,19.974113737216488,19.994747630718454,0.2422951729398582,0.843064491906117
0.6,0.9,30.017020154503538,30.025808823459155,30.065196606660944,19.98763290030391,20.012088568407872,19.782410529082423,0.3423828947725249,1.2928940827742788
0.6,0.8,30.000857372629213,29.9910382929298,30.07059126052562,20.00222497985132,20.026205693471496,20.006802447818533,0.3386044668089605,1.2627286423653403
0.6,0.7,29.97643687984458,29.96274946142727,30.16741457975326,19.97942740287366,19.96884461511986,19.989465309870543,0.3522084323848379,1.3249669872435217
0.6,0.6,29.98866435372229,29.996276606219112,30.194207640490838,19.97869955868396,19.967610009792605,20.20158482686494,0.3462026247281961,1.2403378822477849
0.7,0.9,30.00300734736332,30.015220598096818,30.211311294746118,19.99871020506519,19.968163787860306,20.006518570908938,0.511603220082069,1.757805863108218
0.7,0.8,30.026927896166352,30.0007051062861,29.956037289354644,19.99790803454293,20.038296843801035,19.896223819286043,0.4543827928578209,1.6077633993250748
0.7,0.7,29.99857414842096,29.992480259138507,30.048338250833368,19.978728661482236,19.97088998380597,20.008870045707877,0.4153982522800941,1.5861755941034843
0.8,0.9,30.01724282308837,30.058223561485278,29.88935751549936,19.994929589147382,19.93413171339903,20.144579415274237,0.6805752099076011,2.3966751157943347
0.8,0.8,29.97216146227088,29.985944342604647,30.118133990240626,19.99605599996384,19.95954179052091,19.887575996459542,0.6285368939161965,2.324167284732526
0.9,0.9,29.990708072913627,29.84567773811992,30.126160009668457,19.98690331354749,20.00460863105439,20.591417596685183,1.1804226557327628,4.977053882434842
