m,M,delta prima,epsilon prima,average weight,average_laplacian weight,average_gaussian weight,average volume,average_laplacian volume,average_gaussian volume,L2_laplacian_prima,L2_gaussian_prima
0.4,0.4,5.964161354421281e-07,0.7085130668623151,29.98863946279608,30.04814810035124,29.018056356177947,19.99252311267068,20.00861662344316,20.293962921394787,0.0489130429128512,1.025001228680965
0.5,0.9,4.970134462017734e-07,2.41573522184363,29.98863946279608,30.002343834646865,30.223109256221885,19.99252311267068,20.0164601862834,19.80696573971993,0.0166262230628626,0.2950253647633644
0.5,0.8,4.970134462017734e-07,1.24047842129593,29.98863946279608,29.96176289398383,30.050238914045806,19.99252311267068,19.882974509539824,19.36549425574838,0.1231139378540722,0.6364915458769294
0.5,0.7,4.970134462017734e-07,0.9109181462991324,29.98863946279608,30.035730908818632,29.986937710647336,19.99252311267068,19.925136017685237,20.110759097683715,0.0829536840232616,0.1115266834566664
0.5,0.6,4.970134462017734e-07,0.744131224208421,29.98863946279608,29.85827966233194,30.090825481437918,19.99252311267068,20.11265274160132,19.763191240420245,0.1810394827076164,0.2536289744728139
0.5,0.5,4.970134462017734e-07,0.6201145069582775,29.98863946279608,30.03182551856761,30.13017173233036,19.99252311267068,20.026825130575386,20.960386541575417,0.0416227253130318,0.9691681944518592
0.6,0.9,3.976107569614188e-07,1.8573740195087889,29.98863946279608,29.929973487213275,29.846116212515813,19.99252311267068,19.996793777454325,19.9602599086643,0.0700998741516831,0.1589323595428193
0.6,0.8,3.976107569614188e-07,0.9168332207542772,29.98863946279608,30.295053502172696,29.86344089552241,19.99252311267068,19.94131716491232,19.350709799779427,0.3008325851338261,0.6634954054989324
0.6,0.7,3.976107569614188e-07,0.6491258279171364,29.98863946279608,30.183822470371755,30.20985636797209,19.99252311267068,20.035354130777907,20.21228634439128,0.1871913864915694,0.2985049198814808
0.6,0.6,3.976107569614188e-07,0.5231371636115855,29.98863946279608,29.612225707689337,30.546344183504104,19.99252311267068,19.988012017632588,19.98939007296071,0.3879595513687953,0.5464471954366176
0.7,0.9,2.982080677210641e-07,1.2953945291203477,29.98863946279608,29.95512244257018,29.584257955405665,19.99252311267068,20.06229628580565,20.321938109976884,0.0767777466851316,0.5258189748373163
0.7,0.8,2.982080677210641e-07,0.6073740195087887,29.98863946279608,29.7194939657535,30.60294702254796,19.99252311267068,20.12213012210616,20.05351949588448,0.3059401934600343,0.6053176425969935
0.7,0.7,2.982080677210641e-07,0.4157352218436286,29.98863946279608,29.525267360778106,29.197848498369925,19.99252311267068,19.82017168216162,18.36593873314485,0.5076507683823263,1.8203305346567245
0.8,0.9,1.9880537848070934e-07,0.7293182678690191,29.98863946279608,29.70607502532336,30.34140586211557,19.99252311267068,19.972959119566603,20.078954887023155,0.2951662242758746,0.3504166618066497
0.8,0.8,1.9880537848070934e-07,0.2953945291203476,29.98863946279608,29.99637598846852,30.753082199471333,19.99252311267068,19.724028648992693,22.374190395522437,0.2759951449507373,2.490765511514793
0.9,0.9,9.94026892403547e-08,0.1585650787404291,29.98863946279608,31.646625247410444,29.755207704885084,19.99252311267068,20.171248886955706,21.75040684582509,1.6555062327557315,1.7674409165963565
